Cmpd_ID,PUBCHEM_SID,Canonical_Smiles,External_Cmpd_ID,External_Source,Cluster,ClusterSize,Cluster_MCSS,Molecular_Weight,ALogP,Num_H_Acceptors,Num_H_Donors,tPSA,Promiscuity_1uM,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
2475,103904956,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3,44574873,PubChem,67,10,O=C1C(=O)C(=C1NCc2ccccc2)Nc3ccncc3,299.36753,1.96,5,2,71.09,0.06,,,,< 5.1,,< 5.6,,6.7,< 5.2,,< 5.3,,< 5.6,,,< 5.1,< 5.2,,,,,< 5.1,< 5.6,< 5.0,,,,,,,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,5.1,< 5.0,< 5.1,,,,,,6.4,< 5.1,5.2,< 5.2,,,,,< 5.5,,,6.5,< 5.4,,< 5.1,< 5.1,< 5.0,< 5.3,6,,,< 5.7,,,,< 5.7,,,6.4,< 5.0,,,< 5.2,,,,,< 5.1,,< 5.1,,,5.4,,< 5.1,5,,,,,,< 5.0,< 5.1,,,,< 5.4,,,< 5.1,< 5.1,< 5.0,,< 5.2,< 5.7,,,,< 5.1,< 5.2,,,,< 5.1,< 5.0,,,,,,,,< 5.1,,,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,,,,,,,,,< 5.4,,< 5.2,,< 5.1,< 5.1,,,< 5.5,,,,,,,,,,,,,< 5.0,,,
2476,103904957,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3,44574873,PubChem,67,10,O=C1C(=O)C(=C1NCc2ccccc2)Nc3ccncc3,293.3199,1.355,5,2,71.09,0.03,,,,< 5.1,< 5.1,< 5.6,< 5.2,,< 5.2,,< 5.3,,< 5.6,,,6.1,6.4,,,,,,< 5.6,,,,,,< 5.2,< 5.0,,,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,< 5.0,,< 5.1,< 5.0,,6.6,,,5.3,< 5.1,5.2,,< 5.0,,,5.8,< 5.5,,,5.2,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,,,,,,,,,,5.8,< 5.0,,,< 5.2,,,,,< 5.1,,< 5.3,< 5.2,< 5.2,5.3,,< 5.1,5.8,< 5.2,5.3,5.3,< 5.5,5.2,< 5.0,< 5.1,< 5.1,< 5.0,5.5,< 5.4,< 5.3,< 5.1,< 5.1,< 5.1,< 5.0,,< 5.2,,5.6,,,< 5.1,< 5.2,< 5.2,< 5.1,5.2,< 5.1,< 5.0,< 5.3,,< 5.1,< 5.0,,< 5.0,< 5.1,< 5.1,5.6,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,,,,,,,,,< 5.2,,< 5.1,< 5.1,,,,< 5.4,,,,,,,,,,,,< 5.0,,,
2477,103904958,Cc1cccc(c1)C2(CC2C(=O)Nc3ccncc3)c4cccc(C)c4,23996921,PubChem,67,10,O=C1C(=O)C(=C1NCc2ccccc2)Nc3ccncc3,342.43358,4.052,2,1,41.99,0.03,,,,< 5.1,< 5.1,< 5.6,< 5.2,,< 5.2,,< 5.3,,< 5.6,,,6,6.4,< 5.7,,,< 5.8,< 5.1,< 5.6,< 5.1,,,,,< 5.2,< 5.0,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,< 5.0,< 5.8,5.5,< 5.0,,,,,< 5.0,< 5.1,< 5.2,< 5.8,< 5.0,,< 5.7,< 5.0,< 5.5,,,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,6.8,6.5,,< 5.7,,,< 5.6,< 5.7,,,< 5.1,< 5.0,,,< 5.2,,< 5.8,< 5.7,,< 5.1,,< 5.3,< 5.2,< 5.2,< 5.0,,< 5.1,< 5.8,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,< 5.1,< 5.0,5.3,< 5.4,< 5.3,< 5.1,5.7,< 5.1,< 5.0,< 5.7,< 5.2,< 5.7,< 5.4,,< 5.8,< 5.1,< 5.2,< 5.2,< 5.1,< 5.0,< 5.1,< 5.0,< 5.3,5.8,< 5.1,< 5.0,< 5.8,5.4,< 5.1,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,,< 5.7,< 5.7,< 5.8,< 5.8,< 5.7,,< 5.7,< 5.2,< 5.8,< 5.1,< 5.1,< 5.8,< 5.8,,< 5.4,,,,,,,,,,,,< 5.0,,,
2478,103904959,Cc1ccc(cc1)C2(CC2C(=O)Nc3ccncc3)c4ccc(C)cc4,MFCD00684557,ACD,67,10,O=C1C(=O)C(=C1NCc2ccccc2)Nc3ccncc3,342.43358,4.052,2,1,41.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.0,,,,,,,,,,,,,,,,,,,,,,,< 5.0,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,103904960,NCCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,46224697,PubChem,68,7,c1ccc2sc(cc2c1)c3cc(cc4cn[nH]c34)c5c[nH]c6cncnc56,439.53543,3.82,5,3,111.43,0.41,,< 5.4,< 5.8,5.9,< 5.6,< 5.6,< 5.4,7.1,6,6.2,< 5.4,< 5.6,< 5.9,< 5.5,< 5.4,6.9,6.5,< 5.7,< 5.5,< 5.7,< 5.4,< 5.3,< 5.4,5.9,6.6,< 5.6,< 5.5,< 5.4,< 5.8,< 5.5,< 5.4,< 5.6,< 5.7,< 5.4,< 5.0,< 5.6,< 5.4,< 5.6,5.6,< 5.7,< 5.7,< 5.5,6.1,7.4,6.4,< 5.7,8.5,< 5.3,< 5.5,7.1,6,< 5.7,< 5.8,< 5.3,< 5.8,< 5.6,7.5,< 5.7,6.4,< 5.8,< 5.1,7.2,7.5,6.6,5.7,6.6,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.5,7,< 5.6,< 5.7,< 5.5,6.9,7.2,6.3,< 5.6,< 5.5,7.2,8.1,6.6,6.7,6.6,6.3,< 5.8,5.5,6.8,6.3,6.2,7.9,7.9,7.7,5.6,5.9,< 5.2,6.2,5.9,5.1,5.3,7,7.6,6.7,8.8,6.9,6.5,6.5,6.7,7.3,6.2,,< 5.7,7.4,5.8,6.6,7.5,7,7,6.3,7.1,8.5,7.2,8.5,< 5.6,6.8,5.6,< 5.8,6.9,5.5,6.9,5.6,6.1,< 5.5,< 5.4,5.9,6.2,5.8,5.7,5.6,6.7,< 5.7,8.2,7.7,< 5.8,6.3,,< 5.7,6,< 5.8,7.3,7.7,6.6,7,,,,,,,,,,< 5.4,< 5.4,< 5.6,< 5.3,5.8,< 5.6,< 5.4,< 5.5
2481,103904961,NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,46224684,PubChem,68,7,c1ccc2sc(cc2c1)c3cc(cc4cn[nH]c34)c5c[nH]c6cncnc56,425.50885,3.758,5,3,111.43,0.38,,,,5.6,,5.6,,6.2,6.5,,< 5.3,6.4,5.8,< 6.1,,6.8,6,< 6.0,,< 5.8,6,< 5.1,5.9,5.3,,,,,,,,6.8,5.8,,< 5.0,< 5.6,< 5.3,,5.9,,,5.9,6.4,7.3,,,,,,6.4,5.5,6.1,5.5,,,,,< 5.5,,< 5.8,< 5.1,6.8,,6.1,5.5,6,< 5.3,< 5.1,6.8,< 5.8,< 5.7,< 5.9,< 5.8,,5.7,,,6.5,6.2,,,6.9,,,,,6.3,5.9,< 5.1,,,5.5,,6.9,7.4,,,,,,< 5.0,< 5.1,,,,7.7,,,6.1,6,6.1,,< 5.2,< 5.5,,,,6.5,< 5.2,,,,6.6,6.3,,,,,,,,6.4,,,< 5.1,< 5.4,5.3,5.5,5.5,,,,,,,,,6.8,,5.4,< 5.8,7.1,7.1,,,6.6,,,,,,,,,,,,,6.7,< 6.2,,
2482,103904962,NC(=O)Cn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,,,68,7,c1ccc2sc(cc2c1)c3cc(cc4cn[nH]c34)c5c[nH]c6cncnc56,439.49237,3.441,5,3,128.5,0.26,,,,< 5.1,6,< 5.6,< 5.2,6,7,,< 5.3,< 6.4,5.9,< 6.1,,7.3,7,< 5.7,,< 5.8,< 5.8,5.9,< 5.6,5.4,,,,,6.3,7.1,,6.9,5.9,,< 5.0,< 5.6,< 5.3,< 5.9,< 5.3,,,5.5,6.2,6.2,6,,7.4,< 5.8,,5.8,5.3,5.4,5.9,5.6,,< 5.7,7.6,5.6,,< 5.8,< 5.1,6.7,5.5,< 5.1,5.6,< 5.0,< 5.3,< 5.1,< 5.7,6,< 5.7,< 5.9,< 5.8,< 5.6,< 5.7,,,6.5,< 5.0,,,6.4,,< 5.8,< 5.7,,5.6,< 5.8,< 5.3,5.5,5.2,5.4,6.9,6.4,7.4,< 5.2,< 5.1,< 5.2,< 5.5,5.1,< 5.0,< 5.1,6.3,7,5.4,8.1,5.5,7.1,5.3,5.8,6.1,< 5.7,,< 5.7,6.6,< 5.8,< 5.8,5.8,< 5.2,6.2,< 5.1,5.7,7.6,5.4,7.2,< 5.6,6.2,< 5.0,< 5.8,5.8,< 5.1,5.5,< 5.0,5.7,< 5.5,< 5.4,5.3,6.1,5,5.7,< 5.1,6.2,< 5.7,6.4,6.1,< 5.8,< 5.7,,< 5.7,5.6,< 5.8,6.7,6.8,6,6.7,,,,,,,,,,< 5.9,< 5.9,,,6.1,< 6.2,,
2485,103904963,Brc1ccc2[nH]nc(c3ccccc3)c2c1,MFCD08549635,ACD,68,7,c1ccc2sc(cc2c1)c3cc(cc4cn[nH]c34)c5c[nH]c6cncnc56,273.12796,4.169,1,1,28.68,0.06,,,,< 5.1,5.2,5.9,< 5.2,< 5.9,5.5,,< 5.3,,7,,,< 5.1,< 5.2,< 5.7,,< 5.8,< 5.8,,< 5.6,,,,,,5.3,7,,,6.2,,< 5.0,< 5.6,< 5.3,6.6,< 5.3,,,< 5.0,< 5.8,< 5.1,5.8,,< 5.8,< 5.8,< 5.9,< 5.0,< 5.1,5.8,< 5.8,< 5.0,,< 5.7,5.8,< 5.5,< 4.0,< 5.8,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,< 5.8,< 5.6,< 5.7,,,< 5.1,< 5.0,,,5.2,,6.3,< 5.7,,5.1,< 5.8,< 5.4,< 5.2,5.5,< 5.0,< 5.9,5.2,5.9,< 5.2,5.6,< 5.2,< 5.5,< 5.1,5,< 5.1,5.8,6.3,< 5.2,< 5.4,< 5.3,< 5.1,< 5.1,< 5.1,5.8,< 5.7,< 5.2,< 5.7,5.9,< 5.8,< 5.8,< 5.1,5.3,< 5.2,5.2,5.3,< 5.1,< 5.0,< 5.3,< 5.6,6.5,< 5.0,6.1,5.1,5.5,5.5,5.2,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,< 5.7,< 5.8,< 5.8,< 5.7,,< 5.7,5.3,< 5.8,5.3,< 5.1,< 5.8,< 5.8,,< 5.4,,,,,,,,< 5.9,< 5.9,,,< 5.0,,,
2486,103904964,CN1C(=Nc2ccccc2C1=O)SC(C(=O)O)c3ccccc3,,,69,1,O=C1NC(=Nc2ccccc12)SCc3ccccc3,326.36965,3.436,5,1,69.97,0.33,,,,,,,,,,,,,,,,,,,,,,< 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,< 5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,103904965,Fc1ccccc1c2cc(ccn2)c3cc4C(=O)NCCc4[nH]3,11992146,PubChem,70,1,O=C1NCCc2[nH]c(cc12)c3ccnc(c3)c4ccccc4,307.32166,3.023,2,2,57.78,0.15,,,,< 5.1,5.9,< 5.6,5.7,6.2,8,,< 5.3,< 6.4,< 5.6,< 6.1,,5.4,< 5.2,< 6.0,,< 5.8,< 5.8,5.1,< 5.6,< 5.0,,,,,6,7.6,,6.8,6.5,,< 5.0,< 5.6,< 5.3,,< 5.3,,,6.1,5.8,< 5.1,6.5,,< 5.8,< 5.8,,< 5.0,< 5.1,5.2,< 5.4,< 5.0,,,6.5,5.9,,< 5.8,< 5.1,6.1,,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,6.2,< 5.8,< 5.7,< 5.9,< 5.8,,< 5.7,,,< 5.1,< 5.0,,,< 5.2,,5.8,,,< 5.1,< 5.8,< 5.2,< 5.2,< 5.2,< 5.0,< 5.9,< 5.1,6.2,6.2,6.8,,< 5.5,5.9,< 5.0,5.8,6.6,5.8,5.2,< 5.4,< 5.3,< 5.1,< 5.1,< 5.1,6.6,< 5.7,6,< 5.3,,< 5.8,< 5.8,5.5,5.8,6.7,< 5.1,5.9,< 5.1,< 5.0,,,6.2,< 5.0,,5.4,< 5.1,6,< 5.0,,< 5.1,< 5.4,5.7,5.8,5.6,5.4,< 5.1,6.6,,< 5.7,< 5.8,,5.8,< 5.4,,< 5.2,< 5.8,< 5.1,< 5.1,< 5.8,,< 5.5,< 5.4,,,,,,< 5.8,,,,,,< 5.0,< 6.2,,
2488,103904966,C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,10062782,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,289.76004,1.92,4,1,61.03,0.12,,,,< 5.1,6,< 5.6,5.3,6,7,,< 5.3,< 6.4,< 5.6,< 6.1,,5.6,5.8,,,,,< 5.1,< 5.6,< 5.0,,,,,5.5,6.1,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,< 5.9,< 5.3,,,5.8,< 5.8,6.6,6,,7.5,< 5.8,,6.6,5.9,< 5.2,< 5.8,< 5.0,,< 5.7,6.3,< 5.5,,,< 5.1,< 5.4,5.3,5.6,5.3,< 5.0,< 5.3,< 5.1,,,< 5.7,< 5.9,< 5.8,,,,,6.7,5.3,,,5.3,,< 5.8,< 5.7,,< 5.1,< 5.8,< 5.3,5.3,5.2,5.3,6.4,< 5.1,< 5.8,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,5.5,6.1,< 5.2,< 5.4,5.6,6.5,5.9,< 5.1,5.7,7.1,6,< 5.7,< 5.4,< 5.8,< 5.8,< 5.1,< 5.2,6.8,< 5.1,< 5.0,< 5.1,< 5.0,5.5,< 5.6,< 5.1,< 5.0,< 5.8,5.4,< 5.1,6.1,< 5.0,5.5,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,,7.3,6.8,< 5.8,< 5.7,,< 5.7,< 5.2,< 5.8,5.2,5.2,< 5.8,< 5.8,,< 5.4,,,,,,,,,< 5.9,,,< 5.0,< 6.2,,
2489,103904967,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3,20744807,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,331.41094,2.602,4,1,61.03,0.07,,,,< 5.1,,< 5.6,,< 5.9,6.7,,< 5.3,,< 5.6,,,6.2,5.3,< 5.7,,< 5.8,< 5.8,< 5.1,< 5.6,< 5.0,,,,,,,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,5.4,< 5.0,6.9,,,,,,6.7,< 5.1,< 5.2,< 5.2,,,,,< 5.5,,< 5.8,< 5.1,< 5.4,,6,5.1,< 5.0,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,,< 5.8,,< 5.7,,,6.7,< 5.0,,,< 5.2,,,,,< 5.1,< 5.8,< 5.1,,,5.3,,< 5.1,< 5.0,,,,,,< 5.0,< 5.1,,,,< 5.4,,,5.5,< 5.1,< 5.0,,5.6,< 5.7,,,,< 5.1,< 5.2,,,,< 5.1,< 5.0,,,,,,,,5.1,,,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,,,,,,,,,5.8,,< 5.2,< 5.8,< 5.1,< 5.1,,,< 5.5,,,,,,,,,,,,,< 5.0,,,
2492,103904968,N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,10309109,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,361.43692,2.15,5,1,70.26,0.05,,,,< 5.1,5.8,< 5.6,< 5.2,< 5.9,6.1,,< 5.3,< 6.4,< 5.6,< 6.1,,5.5,5.2,< 5.7,,< 5.8,< 5.8,< 5.1,< 5.6,< 5.0,,,,,< 5.2,5.3,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,< 5.9,< 5.3,,,5.7,< 5.8,6.9,< 5.0,,7.7,< 5.8,,5.8,< 5.1,,< 5.4,< 5.0,,< 5.7,6.4,< 5.5,,< 5.8,< 5.1,< 5.4,5.4,5.9,< 5.1,5.2,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,< 5.8,,< 5.7,,,6.8,< 5.0,,,< 5.2,,< 5.8,< 5.7,,< 5.1,< 5.8,< 5.2,< 5.2,< 5.2,5.4,< 5.9,< 5.1,< 5.8,,< 5.1,,< 5.5,< 5.1,< 5.0,< 5.1,< 5.1,5.9,< 5.2,< 5.4,< 5.3,6.2,5.2,< 5.1,5.3,5.8,6,,5.7,< 5.8,< 5.8,< 5.1,< 5.2,< 5.2,< 5.1,< 5.0,< 5.1,< 5.0,< 5.3,< 5.6,< 5.1,5.1,< 5.8,< 5.0,< 5.1,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,7.1,5.9,< 5.8,< 5.7,< 5.4,< 5.7,< 5.2,< 5.8,< 5.1,< 5.1,< 5.8,< 5.8,,< 5.4,,,,,,,,,< 5.9,,,< 5.0,< 6.2,,
2493,103904969,N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,23646978,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,394.46838,2.622,4,2,80.89,0.05,,,,< 5.1,,< 5.6,,< 5.9,6.7,,< 5.3,< 6.4,< 5.6,< 6.1,,5.6,< 5.2,< 5.7,,< 5.8,< 5.8,< 5.1,< 5.6,5.7,,,,,,,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,5.5,< 5.0,6.7,,,,,,7,5.2,,< 5.2,,,,,< 5.5,,< 5.8,< 5.1,< 5.4,,5.2,< 5.1,< 5.0,< 5.3,< 5.1,< 5.7,< 5.8,5.9,< 5.9,< 5.8,,< 5.7,,,7.6,,,,< 5.2,,,,,,< 5.8,< 5.1,,,5.1,,< 5.1,< 5.0,,,,,,< 5.0,< 5.1,,,,< 5.4,,,5.7,< 5.1,< 5.0,,,< 5.7,,,,< 5.1,< 5.2,,,,< 5.1,< 5.0,,,,,,,,< 5.1,,,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,,,,,,,,,< 5.4,,< 5.2,< 5.8,< 5.1,< 5.1,,,< 5.5,,,,,,,,,,,,,< 5.0,< 6.2,,
2494,103904970,C1C[C@H](CN1)Oc2cncc(\C=C\c3ccncc3)c2,9965209,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,267.32568,1.011,4,1,47.04,0.07,,,,< 5.1,5.2,< 5.6,< 5.2,,5.9,,< 5.3,,< 5.6,,,< 5.1,< 5.2,,,,,< 5.1,< 5.6,< 5.0,,,,,< 5.2,5.2,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,5.3,< 5.2,6.4,< 5.0,,6.4,,,6.3,< 5.1,< 5.2,< 5.4,< 5.0,,,6.4,< 5.5,,,< 5.1,< 5.4,< 5.1,5.5,< 5.1,< 5.0,< 5.3,< 5.1,,,,,,< 5.6,,,,6.7,< 5.0,,,< 5.2,,,,,< 5.1,,< 5.2,< 5.2,< 5.2,< 5.0,,< 5.1,< 5.3,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,< 5.1,< 5.0,< 5.2,< 5.4,< 5.3,6.2,< 5.1,< 5.1,< 5.0,,5.3,,< 5.4,,,,< 5.2,5.7,< 5.1,< 5.0,< 5.1,< 5.0,,< 5.6,< 5.1,< 5.0,,< 5.0,< 5.1,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,,,6.2,5.8,,,5.8,,< 5.2,,< 5.1,< 5.1,,,< 5.5,< 5.4,,,,,,,,,,,,< 5.0,,,
2495,103904971,NCCOc1cncc(\C=C\c2ccncc2)c1,22607233,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,241.2884,0.669,4,1,61.03,0.07,,,,< 5.1,5.5,< 5.6,< 5.2,,6.2,,< 5.3,,< 5.6,,,< 5.1,< 5.2,< 5.7,,,< 5.8,< 5.1,< 5.6,< 5.0,,,,,< 5.2,5.5,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,5.4,< 5.2,6.2,5.7,,6.5,< 5.8,,6.2,< 5.1,< 5.2,< 5.4,< 5.0,,< 5.7,6.8,< 5.5,,< 5.8,< 5.1,< 5.4,< 5.1,5.4,< 5.1,< 5.0,< 5.3,< 5.1,< 5.7,,< 5.7,,,< 5.6,< 5.7,,,6.5,< 5.0,,,< 5.2,,< 5.8,< 5.7,,< 5.1,,< 5.2,< 5.2,< 5.2,< 5.0,,< 5.1,< 5.3,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,< 5.1,5.1,< 5.2,< 5.4,5.5,6.8,5.5,< 5.1,5.1,5.7,< 5.2,< 5.7,5.8,< 5.8,< 5.8,< 5.1,< 5.2,5.9,< 5.1,< 5.0,< 5.1,< 5.0,,< 5.6,< 5.1,< 5.0,< 5.8,< 5.0,< 5.1,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,< 5.8,< 5.7,6.6,6.1,< 5.8,< 5.7,5.9,< 5.7,< 5.2,< 5.8,< 5.1,< 5.1,< 5.8,< 5.8,< 5.5,< 5.4,,,,,,,,,,,,< 5.0,,,
2501,103904972,NCCCOc1cncc(\C=C\c2ccncc2)c1,22607482,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,255.31498,0.732,4,1,61.03,0.06,,,,< 5.1,5.4,< 5.6,< 5.2,,5.7,,< 5.3,,< 5.6,,,< 5.1,< 5.2,,,,,< 5.1,< 5.6,< 5.0,,,,,< 5.2,5.6,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,,< 5.3,,,5.1,< 5.2,6.1,5.5,,6.1,,,6.6,< 5.1,< 5.2,< 5.4,< 5.0,,,6.6,< 5.5,,,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,,,,,,,,,,6.3,< 5.0,,,< 5.2,,,,,< 5.1,,< 5.2,< 5.2,< 5.2,< 5.0,,< 5.1,< 5.3,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,< 5.1,5.1,< 5.2,< 5.4,< 5.3,6.1,< 5.1,< 5.1,< 5.0,,5.6,,6,,,< 5.1,< 5.2,5.8,< 5.1,< 5.0,< 5.1,< 5.0,,,< 5.1,< 5.0,,< 5.0,< 5.1,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,,,5.8,,,,< 5.4,,< 5.2,,< 5.1,< 5.1,,,< 5.5,< 5.4,,,,,,,,,,,,< 5.0,,,
2502,103904973,COc1cncc(\C=C\c2ccncc2)c1,10285890,PubChem,71,17,C(=Cc1cccnc1)c2ccncc2,212.24717,1.498,3,0,35.01,0.04,,,,< 5.1,< 5.1,,< 5.2,,5.7,,< 5.3,,,,,< 5.1,< 5.2,,,,,< 5.1,,< 5.0,,,,,< 5.2,5.7,,,< 5.4,,< 5.0,,< 5.3,6.2,< 5.3,,,< 5.0,,5.5,< 5.0,,,,,5.4,< 5.1,< 5.2,,< 5.0,,,6.4,,,,< 5.1,< 5.4,< 5.1,< 5.1,< 5.1,< 5.0,< 5.3,< 5.1,,,,,,,,,,6.2,< 5.0,,,< 5.2,,,,,< 5.1,,< 5.1,< 5.2,< 5.2,< 5.0,,< 5.1,,< 5.2,< 5.1,< 5.2,,< 5.1,< 5.0,< 5.1,< 5.1,5.7,< 5.2,,< 5.3,5.5,< 5.1,< 5.1,< 5.0,,,,5.5,,,< 5.1,< 5.2,< 5.2,< 5.1,< 5.0,< 5.1,< 5.0,< 5.3,,< 5.1,< 5.0,,< 5.0,< 5.1,< 5.1,< 5.0,< 5.1,,,< 5.2,< 5.1,< 5.0,< 5.1,< 5.1,,,,,,,,,< 5.2,,< 5.1,< 5.1,,,,,,,,,,,,,,,,< 5.0,,,
