CHEMBL_ID,smiles,index
CHEMBL1077291,O\N=C/1\C(=C/2\C(=O)Nc3ccc(F)cc23)\Nc4ccccc14,47
CHEMBL1078,CC(C)n1c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,48
CHEMBL108,NC(=O)N1c2ccccc2C=Cc3ccccc13,49
CHEMBL1080902,COc1ccc(cc1)C2=NNC(=O)/C/2=N\Nc3cccc(OC)c3,50
CHEMBL1080994,CN1CCN(CC1)S(=O)(=O)c2cccc(\C=C\c3cncc(C#N)c3Nc4ccc5[nH]ccc5c4C)c2,51
CHEMBL1080995,CN1CCN(CC1)S(=O)(=O)c2cccc(\C=C\c3c(C)ncc(C#N)c3Nc4ccc5[nH]ccc5c4C)c2,52
CHEMBL1081198,FC(F)(F)c1cccc(NC(=O)Nc2cccc(c2)c3cn4ccnc4c(NCc5ccncc5)n3)c1,53
CHEMBL1081312,Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5[nH]ccc5c4,54
CHEMBL1081509,CC(C)(C)c1onc(NC(=O)Nc2ccc(NC(=O)c3cc4ccccc4cn3)cc2)c1,55
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,56
CHEMBL1082152,Cn1cc(C2=C(C(=O)NC2=O)c3cccc(NCC(O)CO)c3)c4cc(F)ccc14,57
CHEMBL1082440,CC1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,58
CHEMBL1083150,CNc1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1,59
CHEMBL1083151,COc1cc(Nc2nccc(n2)c3sc(C)nc3C)cc(OC)c1OC,60
CHEMBL1083152,CNc1nc(C)c(s1)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2,61
CHEMBL1083484,Cc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)C)n2,62
CHEMBL1083785,CNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,63
CHEMBL1083786,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4sc(C)nc4C)cc2,64
CHEMBL1084411,CN1CCN(Cc2cccc(\C=C\c3cncc(C#N)c3Nc4ccc5[nH]ccc5c4C)n2)CC1,65
CHEMBL1084546,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C,66
CHEMBL1084629,CNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,67
CHEMBL1084630,CCNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,68
CHEMBL1084715,CCNc1nc(C)c(s1)c2ccnc(Nc3ccc(CNC(=O)C)cc3)n2,69
CHEMBL1084926,CC(C)(O)c1cc2nc(nc(N3CCOCC3)c2s1)c4cnc(N)nc4,70
CHEMBL1084969,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4sc(N)nc4C)cc2,71
CHEMBL1085178,Cc1nc(N)ncc1c2nc(N3CCOCC3)c4sc(cc4n2)C(C)(C)O,72
CHEMBL108545,COC(=O)c1ccccc1O,73
CHEMBL1085511,CC(C)COC(=O)Nc1ccc(cc1)c2cnc3c(cnn3c2N)c4ccc(cc4)N5CCN(C)CC5,74
CHEMBL1085626,Cc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,75
CHEMBL1086088,CCNc1nc(C)c(s1)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2,76
CHEMBL1086736,COc1ccncc1C2=NNC(=O)/C/2=N\Nc3ccccc3,77
CHEMBL1087,CN1CCCCC1C(=O)Nc2c(C)cccc2C,78
CHEMBL1087397,CN(C)Cc1ccc(cc1)c2cnn3c(ccnc23)c4cccc(NC(=O)c5cccc(c5)C(F)(F)F)c4,79
CHEMBL1087421,COc1cc2CCN=C(c3ccc(Cl)c(Cl)c3)c2cc1Cl,80
CHEMBL1087650,CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6cccc(O)c6)c(nn45)c7ccncc7,81
CHEMBL1088240,COc1cc(Nc2c(cnc3cc(\C=C\CCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,82
CHEMBL1088633,COc1cc2CCN=C(c3cccc(Cl)c3)c2cc1Cl,83
CHEMBL1089,NNCCc1ccccc1,84
CHEMBL1089082,FC(F)(F)c1cccc(c1)C(=O)Nc2cccc(c2)c3ccnc4cc(nn34)c5ccncc5,85
CHEMBL1089101,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCCN4,86
CHEMBL1089865,CN1C(=O)C(=Cc2cnn(c12)c3c(F)cccc3F)c4cc(ccc4C)C(=O)NC5CC5,87
CHEMBL109,CCCC(CCC)C(=O)O,88
CHEMBL1090089,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F,89
CHEMBL1090090,NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F,90
CHEMBL1090143,FC(F)(F)c1cccc(c1)C(=O)Nc2cccc(c2)c3ncnc4sc(cc34)c5ccncc5,91
CHEMBL1090356,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6ccc(cc6)N7CCOCC7)n5,92
CHEMBL1090360,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,93
CHEMBL1090479,CCn1cc(c2ccnc3[nH]c(cc23)c4cccc(CN(C)C)c4)c(n1)c5ccc(NC(=O)N(C)C)cc5,94
CHEMBL1091356,CC(C)N1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5C6CCC5COC6)C7CCOCC7)cc2,95
CHEMBL1092754,Cn1cc(\C=C\2/Oc3cccc(O)c3C2=O)c4c(ccnc14)c5ccc(cc5)C(=O)NCCO,96
CHEMBL1094408,COc1ccc(cc1Nc2ncc3CCc4c(nn(C)c4c3n2)C(=O)N)N5CCN(C)CC5,97
CHEMBL1095626,COC(=O)N1CCC(CC1)n2ncc3c(nc(nc23)c4ccc(N)cc4)N5CCOCC5,98
CHEMBL1095627,CC(C)(C)OC(=O)N1CCC(CC1)n2ncc3c(nc(nc23)c4ccc(N)cc4)N5CCOCC5,99
CHEMBL1095699,N[C@@H](COC(=O)C=[N+]=[N-])C(=O)O,100
CHEMBL1095873,Fc1ccc(NC(=O)c2cccnc2Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c(F)c1,101
CHEMBL109981,COc1ccccc1C2=C(C(=O)NC2=O)c3cn(CCCNC(=O)OC(C)(C)C)c4ncccc34,102
CHEMBL1103,[O-][N+](=O)c1oc(\C=N\N2CCOC2=O)cc1,103
CHEMBL1105,COc1ccc2cc(CC(=O)O)ccc2c1,104
CHEMBL110691,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,105
CHEMBL1108,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,106
CHEMBL1109,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3,107
CHEMBL1110,Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,108
CHEMBL1113,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,109
CHEMBL1117,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C,110
CHEMBL111779,OCC(CO)NN1C(=O)c2c(C1=O)c3c4cc(O)ccc4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7ccccc7c26,111
CHEMBL111861,C[C@]12CC[C@@H](O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,112
CHEMBL111889,OCC(CO)NN1C(=O)c2c(C1=O)c3c4c(O)cccc4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7ccccc7c26,113
CHEMBL112,CC(=O)Nc1ccc(O)cc1,114
CHEMBL112235,OCC(CO)NN1C(=O)c2c(C1=O)c3c4ccc(O)cc4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7cc(O)ccc7c26,115
CHEMBL112239,OCC(CO)NN1C(=O)c2c(C1=O)c3c4ccc(O)cc4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7c(O)cc(O)cc7c26,116
CHEMBL112263,COc1cc(Nc2nccc(n2)c3cccnc3)cc(OC)c1OC,117
CHEMBL1123,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,118
CHEMBL112346,CC[C@H]1CN(CCN1)c2ccc(cn2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3,119
CHEMBL112602,OCC(CO)NN1C(=O)c2c(C1=O)c3c4cc(O)ccc4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7c(O)cccc7c26,120
CHEMBL113,CN1C(=O)N(C)c2ncn(C)c2C1=O,121
CHEMBL1130,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O,122
CHEMBL113185,COc1cc(Nc2nccc(n2)c3ccc(NCCN)nc3)cc(OC)c1OC,123
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,124
CHEMBL1140,NC(=O)c1cccnc1,125
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,126
CHEMBL1148,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,127
CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],128
CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,129
CHEMBL115220,O=C(Cc1ccc2ccccc2c1)Nc3cc(n[nH]3)C4CC4,130
CHEMBL115531,N=C1C=C2CCc3ccccc3C2=NN1CCCCCCCCCCC(=O)Nc4ccc(nn4)c5ccccc5,131
CHEMBL115769,COc1cc(N)[nH]c2nc(c3ccc(F)cc3)c(c4ccncc4)c12,132
CHEMBL1159459,O[C@H]1[C@H]2[C@H](CC(=O)O)C(=O)O[C@@H]3[C@@H](COC(=O)c4cc(O)c(O)c(O)c4)O[C@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@H](OC(=O)c6cc(O)c(O)c(OC1=O)c26)[C@H]3OC(=O)c7cc(O)c(O)c(O)c7,133
CHEMBL1159460,Oc1cc(cc(O)c1O)C(=O)OC[C@H]2O[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H]4OC(=O)c5cc(O)c(O)c6OC7(O)C(C(=CC(=O)C7(O)O)C(=O)O[C@H]2[C@@H]4OC(=O)c8cc(O)c(O)c(O)c8)c56,134
CHEMBL1159461,OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c4cc(O)c(O)c5OC6(O)C(C(=CC(=O)C6(O)O)C(=O)O[C@H]1[C@@H]3O)c45,135
CHEMBL1159462,O[C@@H]1[C@@H](O)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](COC(=O)c3cc(O)c(O)c(O)c3)O[C@@H]1OC(=O)c4cc(O)c(O)c(O)c4,136
CHEMBL1159463,O[C@@H]1[C@@H](COC(=O)c2cc(O)c(O)c(O)c2)O[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](OC(=O)c4cc(O)c(O)c(O)c4)[C@H]1OC(=O)c5cc(O)c(O)c(O)c5,137
CHEMBL1159466,Oc1cc(cc(O)c1O)C(=O)O[C@H]2O[C@@H]3COC(=O)c4cc(O)c(O)c(O)c4c5c(O)c(O)c(O)cc5C(=O)O[C@H]6[C@@H]3OC(=O)C7=CC(=O)C(O)(O)C8(O)Oc9c(O)c(O)cc(C(=O)O[C@@H]26)c9C78,138
CHEMBL1159467,OC(=O)c1cc(O)c(O)c(O)c1Oc2cc3C(=O)OC[C@H]4O[C@@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@@H]6OC(=O)c7cc(O)c(O)c8OC9(O)C(C(=CC(=O)C9(O)O)C(=O)O[C@H]4[C@@H]6OC(=O)c%10cc(O)c(O)c(O)c%10c3c(O)c2O)c78,139
CHEMBL1159468,O[C@@H]1[C@H]2COC(=O)c3cc(Oc4c(O)c(O)c(O)cc4C(=O)O)c(O)c(O)c3c5c(O)c(O)c(O)cc5C(=O)O[C@@H]1[C@@H](O)[C@H](OC(=O)c6cc(O)c(O)c(O)c6)O2,140
CHEMBL1159650,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,141
CHEMBL1159655,Cc1c(O)cccc1C(=O)N[C@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,142
CHEMBL116,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3,143
CHEMBL116070,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,144
CHEMBL1162,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,145
CHEMBL1162963,CN(C)c1nc2CCn3cc(C4=C(C(=O)NC4=O)c5cn(CCCc1cc2)c6ccccc56)c7ccccc37,146
CHEMBL1163016,CC1(C)CC(CC(C)(C)N1[O])N=C(O)c2cccc(c2)c3cc4nccc(Nc5cccc(O)c5)n4n3,147
CHEMBL1164180,CN1CCN(CC1)c2ccc(cn2)c3cnc4NCCN(Cc5cc(Cl)ccc5C(F)(F)F)c4c3,148
CHEMBL1164265,CN1CCN(CC1)c2ccc(cn2)c3cnc4NCCN(Cc5c(F)ccc(F)c5Cl)c4c3,149
CHEMBL1164957,Cc1cccc(n1)c2[nH]c(Cc3cccc(c3)C(=O)N)nc2c4ccc5ncccc5c4,150
CHEMBL1167,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,151
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,152
CHEMBL1169,Nc1ccc(C(=O)O)c(O)c1,153
CHEMBL116963,N=C1C=CC(=NN1CCCCCCCCCCC(=O)Nc2ccc(nn2)c3ccccc3)c4ccccc4,154
CHEMBL117,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,155
CHEMBL1172,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,156
CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(nc3[nH]cnc23)N4CCOCC4)cc1,157
CHEMBL1173055,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,158
CHEMBL1173411,COc1ccc(NC(=O)Nc2ccc3\C(=C\c4[nH]cc(C(=O)O)c4C)\C(=O)Nc3c2)cc1,159
CHEMBL1173442,C[C@H]1C\C=C\[C@@H](O)[C@@H](O)CC\C=C\c2cc(O)cc(O)c2C(=O)O1,160
CHEMBL1173655,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4,161
CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,162
CHEMBL117443,CC1=NN(CCCCCCCCCCC(=O)Nc2ccc(nn2)c3ccccc3)C(=N)C=C1,163
CHEMBL117697,COc1cccc(Nc2ncnc3ccccc23)c1,164
CHEMBL1177,NC1=NC(=O)C(O1)c2ccccc2,165
CHEMBL1178727,Nc1nc2c(Cc3ccccc23)s1,166
CHEMBL118,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,167
CHEMBL118130,Oc1ccc(cc1)c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23,168
CHEMBL118258,CN1CCC(O)(CC1)c2cn(c3ccnc(NC4CCCC4)n3)c(n2)c5cccc(c5)C(F)(F)F,169
CHEMBL118904,[O-][N+](=O)c1cccc(c1)c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23,170
CHEMBL1190711,COc1ccc(cc1OC)c2cc3nccn3c(Nc4ncccc4C(=O)N)n2,171
CHEMBL1191,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,172
CHEMBL119385,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,173
CHEMBL1194,CCCNC(C)C(=O)Nc1ccccc1C,174
CHEMBL119443,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,175
CHEMBL1196,CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC,176
CHEMBL1198,CCCCOc1ccc(OCCCN2CCOCC2)cc1,177
CHEMBL119977,Clc1cccc(Nc2[nH]cnc3nnc(c4ccccc4)c23)c1,178
CHEMBL119982,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,179
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,180
CHEMBL1200391,NC(CO)(CO)CO,181
CHEMBL1200396,Cl.CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,182
CHEMBL1200406,CN(C)CCOC(c1ccccc1)c2ccccc2.CN3C(=O)N(C)c4nc(Cl)[nH]c4C3=O,183
CHEMBL1200500,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,184
CHEMBL1200545,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,185
CHEMBL1200558,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,186
CHEMBL1200559,CC(O)C(=O)O,187
CHEMBL1200585,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)\C(=C/O)\C[C@]4(C)[C@H]3CC[C@]12C,188
CHEMBL1200600,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,189
CHEMBL1200604,CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2,190
CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,191
CHEMBL1200624,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(=O)C)C#C)[C@@H]3CCC2=C1,192
CHEMBL1200629,[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,193
CHEMBL1200633,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C\C=C(/C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C\6/CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@H](O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]%10[C@@H](C)\C=C\C=C\%11/CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C\%10/C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C)O[C@@H](C)[C@@H]8O,194
CHEMBL1200679,[Cl-].[Cl-].[Zn+2],195
CHEMBL1200709,CCN(C(=O)\C=C\C)c1ccccc1C,196
CHEMBL1200748,O.C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,197
CHEMBL120077,COc1cc2Cc3c(Nc4cccc(F)c4)[nH]nc3c2cc1OC,198
CHEMBL1200845,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,199
CHEMBL1200862,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,200
CHEMBL1200993,[I-].[I-].[I-].CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,201
CHEMBL1201010,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,202
CHEMBL1201012,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,203
CHEMBL1201024,[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,204
CHEMBL1201117,COc1ccccc1OCC(O)COC(=O)N,205
